Date,Open,High,Low,Close,Adj Close,Volume
2000-03-22,9650.5,9881.700195,9620.700195,9871.599609,9871.599609,86292100
2000-03-23,9923.400391,10057.799805,9878,9990.099609,9990.099609,98117700
2000-03-24,10083.599609,10176.700195,10036.599609,10052.700195,10052.700195,78343400
2000-03-27,10063.299805,10117.900391,10036.099609,10043,10043,70026800
2000-03-28,10016.099609,10016.099609,9896.200195,9922.900391,9922.900391,84924700
2000-03-29,9868.700195,9868.700195,9656.299805,9702.200195,9702.200195,95764500
2000-03-30,9480.099609,9565.5,9280.5,9394,9394,104258700
2000-03-31,9535.099609,9635.5,9390.599609,9462.400391,9462.400391,91168200
2000-04-03,9520.700195,9520.700195,9350.799805,9374.700195,9374.700195,88763600
2000-04-04,9323.099609,9354.099609,8690.900391,9141.799805,9141.799805,145639000
2000-04-05,9075,9313.900391,8988.599609,9226.5,9226.5,103086100
2000-04-06,9390.5,9491.200195,9363.599609,9441.299805,9441.299805,95372800
2000-04-07,9584.599609,9640.099609,9465.200195,9465.200195,9465.200195,94350300
2000-04-10,9633,9633,9460.599609,9460.900391,9460.900391,98460400
2000-04-11,9259.700195,9456.299805,9259.700195,9358,9358,92869800
2000-04-12,9368.099609,9368.099609,9047.700195,9047.700195,9047.700195,107781000
2000-04-13,9003.700195,9150.900391,8965.299805,8965.400391,8965.400391,115704100
2000-04-14,8783.5,8874.400391,8421.599609,8473.5,8473.5,110785100
2000-04-17,8456.400391,8769.599609,8429.5,8769.599609,8769.599609,90662100
2000-04-18,8832.599609,9069.5,8832.599609,9069.5,9069.5,103772600
2000-04-19,9071.099609,9096.299805,8986.299805,9034,9034,122858000
2000-04-20,9039.799805,9039.799805,8900.599609,8959.700195,8959.700195,79798900
2000-04-21,null,null,null,null,null,null
2000-04-24,8834,8860.900391,8750.400391,8822.5,8822.5,62880300
2000-04-25,8939,9132.900391,8939,9108.400391,9108.400391,80736300
2000-04-26,9306.299805,9410.299805,9297.799805,9378,9378,84542600
